order_id,customer_id,order_date,channel,branch_name,state
1078,2393,2025-03-26,Online,Houston Store,Texas
1079,1797,2025-01-25,In-Store,San Francisco Store,California
1080,268,2023-06-30,Online,Los Angeles Store,California
1081,2217,2024-08-19,Online,Houston Store,Texas
1082,1763,2025-02-25,Online,San Francisco Store,California
1083,2081,2024-09-18,Online,Houston Store,Texas
1084,377,2024-09-07,In-Store,Los Angeles Store,California
1085,1586,2023-04-22,In-Store,Los Angeles Store,California
1086,1464,2024-03-28,Online,Miami Store,Florida
1087,2441,2025-01-25,Online,Los Angeles Store,California
1088,489,2024-08-06,In-Store,Los Angeles Store,California
1089,722,2023-05-19,In-Store,San Francisco Store,California
1090,946,2023-08-19,In-Store,Miami Store,Florida
1091,2087,2025-09-10,In-Store,San Francisco Store,California
1092,1636,2023-09-10,Online,Houston Store,Texas
1093,1041,2024-07-14,In-Store,Los Angeles Store,California
1094,2274,2023-03-13,Online,Houston Store,Texas
1095,2115,2023-08-10,In-Store,San Francisco Store,California
1096,1678,2023-03-03,In-Store,Los Angeles Store,California
1097,999,2025-03-16,In-Store,Los Angeles Store,California
1098,1778,2023-05-05,In-Store,San Francisco Store,California
1099,2285,2025-01-10,In-Store,San Francisco Store,California
1100,957,2023-06-10,Online,San Francisco Store,California
1101,1590,2024-06-24,Online,San Francisco Store,California
1102,1162,2024-09-17,In-Store,San Francisco Store,California
1103,1869,2023-04-16,In-Store,Los Angeles Store,California
1104,553,2025-02-14,Online,San Francisco Store,California
1105,1634,2023-01-02,In-Store,Los Angeles Store,California
1106,695,2023-08-21,In-Store,Los Angeles Store,California
1107,317,2024-01-04,Online,San Francisco Store,California
1108,768,2025-08-03,In-Store,San Francisco Store,California
1109,1972,2023-06-29,In-Store,Miami Store,Florida
1110,2306,2023-10-20,Online,Los Angeles Store,California
1111,1504,2024-08-06,Online,San Francisco Store,California
1112,123,2025-03-05,Online,San Francisco Store,California
1113,2390,2023-06-24,In-Store,San Francisco Store,California
1114,1869,2023-05-03,Online,Miami Store,Florida
1115,1672,2023-08-15,Online,Miami Store,Florida
1116,1083,2024-03-19,Online,Houston Store,Texas
1117,1729,2024-03-03,Online,Los Angeles Store,California
1118,2308,2025-02-03,Online,Houston Store,Texas
1119,1997,2024-09-23,Online,San Francisco Store,California
1120,2143,2023-03-06,In-Store,Miami Store,Florida
1121,1149,2024-03-03,In-Store,Miami Store,Florida
1122,2089,2024-09-09,Online,Houston Store,Texas
1123,1915,2025-07-13,Online,Miami Store,Florida
1124,254,2025-03-22,Online,San Francisco Store,California
1125,7,2023-04-17,In-Store,Miami Store,Florida
1126,2117,2024-10-20,In-Store,Houston Store,Texas
1127,542,2023-09-22,In-Store,San Francisco Store,California
1128,89,2023-06-04,In-Store,Houston Store,Texas
1129,1939,2025-11-02,In-Store,Miami Store,Florida
1130,213,2025-06-14,In-Store,Houston Store,Texas
1131,266,2025-09-19,In-Store,Houston Store,Texas
1132,2341,2023-09-02,In-Store,Los Angeles Store,California
1133,1231,2024-01-21,In-Store,Miami Store,Florida
1134,2381,2025-01-28,Online,Miami Store,Florida
1135,1005,2024-02-18,Online,Houston Store,Texas
1136,2095,2024-12-15,Online,Los Angeles Store,California
1137,622,2025-01-28,Online,Miami Store,Florida
1138,427,2025-01-16,In-Store,San Francisco Store,California
1139,210,2024-08-15,In-Store,Houston Store,Texas
1140,888,2025-04-18,Online,Miami Store,Florida
1141,1444,2023-01-16,In-Store,San Francisco Store,California
1142,154,2025-09-19,Online,Miami Store,Florida
1143,415,2025-12-04,In-Store,San Francisco Store,California
1144,1181,2024-10-12,Online,Houston Store,Texas
1145,1285,2023-05-28,In-Store,Miami Store,Florida
1146,769,2023-12-21,In-Store,Miami Store,Florida
1147,983,2024-12-03,Online,Los Angeles Store,California
1148,1512,2024-09-04,In-Store,Houston Store,Texas
1149,579,2023-04-15,Online,San Francisco Store,California
1150,2211,2024-01-31,Online,Miami Store,Florida
1151,1039,2024-08-28,Online,Miami Store,Florida
1152,2243,2025-04-30,Online,San Francisco Store,California
1153,542,2024-03-17,In-Store,Houston Store,Texas
1154,359,2025-05-22,In-Store,Los Angeles Store,California
1155,850,2024-10-28,In-Store,Los Angeles Store,California
1156,427,2025-11-17,Online,Miami Store,Florida
1157,486,2025-03-04,In-Store,San Francisco Store,California
1158,1832,2024-04-19,Online,Miami Store,Florida
1159,1473,2024-09-19,In-Store,San Francisco Store,California
1160,1437,2024-05-16,In-Store,Los Angeles Store,California
1161,330,2023-12-14,In-Store,Houston Store,Texas
1162,1756,2025-10-14,Online,San Francisco Store,California
1163,1171,2024-07-23,In-Store,Los Angeles Store,California
1164,259,2024-11-25,In-Store,Miami Store,Florida
1165,2340,2023-01-26,Online,San Francisco Store,California
1166,143,2023-08-05,In-Store,Houston Store,Texas
1167,2017,2025-04-16,Online,Miami Store,Florida
1168,627,2025-02-12,In-Store,Miami Store,Florida
1169,1389,2025-11-12,Online,Los Angeles Store,California
1170,90,2024-10-31,Online,San Francisco Store,California
1171,720,2024-12-18,In-Store,Miami Store,Florida
1172,481,2023-11-06,Online,Houston Store,Texas
1173,2132,2024-08-21,Online,San Francisco Store,California
1174,1101,2023-09-24,Online,Houston Store,Texas
1175,673,2024-10-07,Online,Miami Store,Florida
1176,517,2025-10-19,Online,Houston Store,Texas
1177,1614,2024-03-25,Online,Los Angeles Store,California
1178,782,2024-07-18,In-Store,Houston Store,Texas
1179,2152,2025-11-25,Online,San Francisco Store,California
1180,2036,2023-01-28,Online,Houston Store,Texas
1181,2387,2023-08-08,In-Store,Houston Store,Texas
1182,687,2024-02-10,In-Store,Los Angeles Store,California
1183,1590,2023-09-28,In-Store,Houston Store,Texas
1184,900,2025-03-02,In-Store,Houston Store,Texas
1185,1502,2025-08-20,In-Store,Miami Store,Florida
1186,223,2025-04-13,In-Store,Miami Store,Florida
1187,1077,2023-11-13,In-Store,San Francisco Store,California
1188,1101,2023-12-04,Online,Miami Store,Florida
1189,1742,2023-12-17,Online,Miami Store,Florida
1190,503,2024-05-25,In-Store,Miami Store,Florida
1191,1340,2024-06-08,Online,Miami Store,Florida
1192,624,2024-05-06,Online,Los Angeles Store,California
1193,1887,2023-01-09,Online,Miami Store,Florida
1194,2213,2024-07-14,In-Store,Los Angeles Store,California
1195,1051,2024-03-15,In-Store,Los Angeles Store,California
1196,1094,2025-03-02,Online,Miami Store,Florida
1197,1986,2023-02-02,In-Store,Houston Store,Texas
1198,1389,2025-11-12,Online,Los Angeles Store,California
1199,1330,2025-04-24,Online,Houston Store,Texas
1200,1148,2024-07-19,Online,Houston Store,Texas
1201,19,2023-02-18,Online,Miami Store,Florida
1202,1281,2024-04-06,In-Store,San Francisco Store,California
1203,1046,2024-08-12,In-Store,Miami Store,Florida
1204,989,2023-12-02,In-Store,San Francisco Store,California
1205,2498,2023-12-25,Online,San Francisco Store,California
1206,1574,2023-12-12,In-Store,Miami Store,Florida
1207,1072,2023-07-12,Online,Miami Store,Florida
1208,1207,2025-01-25,In-Store,San Francisco Store,California
1209,1459,2024-04-22,Online,Miami Store,Florida
1210,2155,2025-04-07,Online,San Francisco Store,California
1211,1212,2025-06-08,Online,Houston Store,Texas
1212,776,2024-10-14,In-Store,Miami Store,Florida
1213,1860,2024-02-12,In-Store,Houston Store,Texas
1214,1867,2023-10-13,In-Store,Los Angeles Store,California
1215,1161,2025-04-30,In-Store,Houston Store,Texas
1216,1882,2023-04-21,Online,Houston Store,Texas
1217,2384,2024-09-11,In-Store,San Francisco Store,California
1218,1781,2025-03-03,In-Store,Houston Store,Texas
1219,602,2023-02-19,Online,Miami Store,Florida
1220,1595,2025-11-03,Online,San Francisco Store,California
1221,2451,2024-08-10,Online,Los Angeles Store,California
1222,540,2024-08-18,In-Store,Miami Store,Florida
1223,1096,2024-10-31,Online,Los Angeles Store,California
1224,1806,2023-11-10,Online,Houston Store,Texas
1225,24,2024-08-28,Online,Miami Store,Florida
1226,624,2023-10-24,In-Store,Miami Store,Florida
1227,1836,2024-07-22,Online,Los Angeles Store,California
1228,1080,2025-04-11,In-Store,Miami Store,Florida
1229,986,2024-09-01,In-Store,Miami Store,Florida
1230,223,2023-01-16,Online,Miami Store,Florida
1231,179,2023-03-13,Online,Houston Store,Texas
1232,2482,2023-09-27,In-Store,Los Angeles Store,California
1233,1961,2023-10-14,Online,Miami Store,Florida
1234,1474,2023-03-07,Online,San Francisco Store,California
1235,793,2025-05-29,In-Store,San Francisco Store,California
1236,884,2023-03-09,In-Store,San Francisco Store,California
1237,1213,2025-12-14,Online,San Francisco Store,California
1238,1602,2025-09-06,In-Store,Houston Store,Texas
1239,810,2025-08-31,Online,Miami Store,Florida
1240,961,2024-05-22,Online,Los Angeles Store,California
1241,420,2025-04-16,Online,Miami Store,Florida
1242,1188,2025-06-04,In-Store,Houston Store,Texas
1243,1279,2025-03-04,Online,San Francisco Store,California
1244,1441,2024-02-26,Online,Houston Store,Texas
1245,2218,2025-02-13,Online,Miami Store,Florida
1246,1341,2024-04-22,In-Store,Los Angeles Store,California
1247,2222,2025-07-14,In-Store,Houston Store,Texas
1248,2393,2023-04-30,In-Store,Los Angeles Store,California
1249,2493,2024-05-02,In-Store,Houston Store,Texas
1250,1042,2023-03-19,In-Store,Los Angeles Store,California
1251,1094,2025-11-27,Online,Los Angeles Store,California
1252,1362,2024-03-16,In-Store,San Francisco Store,California
1253,592,2024-04-06,In-Store,Los Angeles Store,California
1254,527,2024-09-03,In-Store,San Francisco Store,California
1255,1293,2025-07-05,Online,Miami Store,Florida
1256,1655,2024-08-31,In-Store,Miami Store,Florida
1257,811,2023-01-06,In-Store,San Francisco Store,California
1258,188,2024-11-11,Online,San Francisco Store,California
1259,1593,2025-06-13,In-Store,Houston Store,Texas
1260,529,2023-09-28,Online,Houston Store,Texas
1261,434,2025-03-21,Online,Houston Store,Texas
1262,2336,2024-07-12,Online,Miami Store,Florida
1263,1942,2023-04-09,Online,Houston Store,Texas
1264,1805,2024-06-09,Online,Los Angeles Store,California
1265,303,2023-07-13,In-Store,Los Angeles Store,California
1266,87,2024-01-31,Online,Houston Store,Texas
1267,438,2025-02-08,Online,Los Angeles Store,California
1268,1046,2025-10-20,In-Store,Miami Store,Florida
1269,833,2025-05-29,Online,Los Angeles Store,California
1270,797,2025-01-14,In-Store,Miami Store,Florida
1271,560,2024-11-13,In-Store,San Francisco Store,California
1272,762,2023-01-15,In-Store,San Francisco Store,California
1273,1699,2024-01-03,Online,San Francisco Store,California
1274,1125,2024-09-29,Online,San Francisco Store,California
1275,685,2025-05-02,Online,Los Angeles Store,California
1276,1165,2024-11-30,In-Store,Houston Store,Texas
1277,138,2023-01-05,Online,Los Angeles Store,California
1278,578,2023-08-19,Online,Miami Store,Florida
1279,710,2025-10-08,Online,Los Angeles Store,California
1280,228,2024-08-08,In-Store,Los Angeles Store,California
1281,2329,2023-06-18,In-Store,Miami Store,Florida
1282,828,2025-01-30,Online,San Francisco Store,California
1283,431,2025-03-02,Online,San Francisco Store,California
1284,1064,2025-09-26,Online,San Francisco Store,California
1285,1710,2023-06-01,Online,Houston Store,Texas
1286,1687,2025-10-12,In-Store,Miami Store,Florida
1287,1235,2023-08-12,In-Store,Miami Store,Florida
1288,302,2024-05-18,In-Store,Los Angeles Store,California
1289,1110,2023-02-13,In-Store,Houston Store,Texas
1290,1421,2024-11-27,Online,San Francisco Store,California
1291,533,2024-05-18,Online,Houston Store,Texas
1292,769,2025-07-18,Online,Miami Store,Florida
1293,1939,2025-04-22,In-Store,Miami Store,Florida
1294,1405,2023-12-17,Online,Los Angeles Store,California
1295,444,2023-01-23,In-Store,Los Angeles Store,California
1296,260,2024-08-20,In-Store,Miami Store,Florida
1297,1539,2025-12-02,Online,San Francisco Store,California
1298,1332,2024-04-10,Online,San Francisco Store,California
1299,70,2023-02-09,Online,Houston Store,Texas
1300,1478,2023-10-30,In-Store,Miami Store,Florida
1301,1463,2023-06-24,Online,Miami Store,Florida
1302,1849,2025-09-25,In-Store,San Francisco Store,California
1303,481,2024-09-12,Online,San Francisco Store,California
1304,1168,2023-09-01,In-Store,Miami Store,Florida
1305,2072,2025-04-15,In-Store,Los Angeles Store,California
1306,1199,2023-10-07,Online,Miami Store,Florida
1307,2373,2025-11-25,In-Store,Miami Store,Florida
1308,1893,2024-07-10,In-Store,San Francisco Store,California
1309,1695,2025-06-16,Online,San Francisco Store,California
1310,1884,2025-11-12,In-Store,Los Angeles Store,California
1311,1372,2024-12-19,Online,Los Angeles Store,California
1312,798,2025-07-20,In-Store,Houston Store,Texas
1313,18,2023-04-01,Online,Miami Store,Florida
1314,44,2024-01-25,Online,San Francisco Store,California
1315,155,2024-07-03,In-Store,Los Angeles Store,California
1316,867,2025-07-19,In-Store,Houston Store,Texas
1317,743,2025-11-27,In-Store,Houston Store,Texas
1318,1852,2025-01-02,In-Store,San Francisco Store,California
1319,1426,2024-05-14,In-Store,San Francisco Store,California
1320,225,2025-12-02,Online,Houston Store,Texas
1321,217,2025-05-20,In-Store,Los Angeles Store,California
1322,31,2024-05-31,Online,Houston Store,Texas
1323,1893,2023-03-09,Online,Miami Store,Florida
1324,1083,2023-05-03,In-Store,Miami Store,Florida
1325,1916,2023-12-02,Online,San Francisco Store,California
1326,898,2025-08-31,Online,Los Angeles Store,California
1327,445,2025-02-17,Online,Los Angeles Store,California
1328,1259,2024-02-27,Online,Miami Store,Florida
1329,1131,2025-07-27,In-Store,Houston Store,Texas
1330,1215,2025-03-14,Online,San Francisco Store,California
1331,2016,2024-09-25,In-Store,Houston Store,Texas
1332,1937,2025-12-18,In-Store,Houston Store,Texas
1333,738,2023-04-06,Online,Houston Store,Texas
1334,1703,2023-12-20,In-Store,Los Angeles Store,California
1335,874,2025-08-24,In-Store,Miami Store,Florida
1336,566,2025-07-11,In-Store,Los Angeles Store,California
1337,2019,2024-04-17,Online,Miami Store,Florida
1338,1886,2024-03-05,In-Store,San Francisco Store,California
1339,2124,2025-09-01,In-Store,San Francisco Store,California
1340,547,2024-06-20,In-Store,Houston Store,Texas
1341,2315,2023-03-28,Online,Miami Store,Florida
1342,317,2023-04-19,In-Store,Miami Store,Florida
1343,1860,2025-09-20,Online,Miami Store,Florida
1344,25,2025-04-01,Online,Houston Store,Texas
1345,160,2025-07-25,Online,Houston Store,Texas
1346,1138,2025-10-01,Online,San Francisco Store,California
1347,900,2024-10-10,Online,Los Angeles Store,California
1348,1190,2023-07-10,Online,Miami Store,Florida
1349,703,2025-07-21,In-Store,Miami Store,Florida
1350,1,2023-05-22,Online,Los Angeles Store,California
1351,1923,2025-04-19,In-Store,Miami Store,Florida
1352,2368,2023-06-17,In-Store,Houston Store,Texas
1353,1425,2024-07-19,Online,Houston Store,Texas
1354,382,2025-01-13,In-Store,Miami Store,Florida
1355,1742,2024-11-03,In-Store,Houston Store,Texas
1356,1827,2025-05-13,In-Store,Houston Store,Texas
1357,1274,2025-04-18,In-Store,Miami Store,Florida
1358,1549,2024-06-14,Online,San Francisco Store,California
1359,1579,2025-08-31,In-Store,Los Angeles Store,California
1360,898,2024-07-15,Online,Houston Store,Texas
1361,717,2023-06-24,In-Store,San Francisco Store,California
1362,2355,2023-10-29,In-Store,Houston Store,Texas
1363,391,2023-07-04,Online,Houston Store,Texas
1364,1700,2024-05-24,In-Store,Los Angeles Store,California
1365,2346,2025-03-29,In-Store,Houston Store,Texas
1366,233,2023-06-05,In-Store,Los Angeles Store,California
1367,1927,2025-02-25,Online,Los Angeles Store,California
1368,2319,2025-03-05,In-Store,Los Angeles Store,California
1369,1320,2024-03-07,Online,San Francisco Store,California
1370,706,2025-01-30,In-Store,Miami Store,Florida
1371,234,2023-05-27,Online,San Francisco Store,California
1372,1392,2024-04-25,Online,Miami Store,Florida
1373,1256,2024-03-10,In-Store,Miami Store,Florida
1374,1897,2023-03-10,In-Store,Los Angeles Store,California
1375,890,2025-05-24,Online,Houston Store,Texas
1376,592,2023-07-05,Online,Los Angeles Store,California
1377,746,2025-06-22,In-Store,Houston Store,Texas
1378,1720,2024-11-12,Online,Miami Store,Florida
1379,428,2023-07-23,In-Store,Los Angeles Store,California
1380,732,2024-07-07,In-Store,Houston Store,Texas
1381,800,2023-01-13,In-Store,San Francisco Store,California
1382,2412,2024-10-27,In-Store,Houston Store,Texas
1383,202,2023-02-20,Online,Los Angeles Store,California
1384,2194,2024-05-14,In-Store,San Francisco Store,California
1385,836,2024-01-04,Online,Houston Store,Texas
1386,135,2024-12-24,In-Store,Houston Store,Texas
1387,1288,2023-12-23,Online,Houston Store,Texas
1388,2112,2025-10-23,In-Store,Houston Store,Texas
1389,41,2025-04-26,Online,Houston Store,Texas
1390,913,2023-09-13,Online,San Francisco Store,California
1391,1730,2023-10-06,In-Store,Miami Store,Florida
1392,975,2025-12-18,In-Store,San Francisco Store,California
1393,1134,2024-03-21,In-Store,San Francisco Store,California
1394,2416,2023-04-23,In-Store,San Francisco Store,California
1395,1460,2025-04-15,Online,Miami Store,Florida
1396,2041,2025-01-24,In-Store,Los Angeles Store,California
1397,244,2024-01-02,Online,Miami Store,Florida
1398,166,2025-12-19,Online,San Francisco Store,California
1399,1050,2023-11-25,In-Store,Houston Store,Texas
1400,1498,2024-12-28,Online,Houston Store,Texas
1401,728,2025-10-02,Online,San Francisco Store,California
1402,1116,2024-12-20,Online,Houston Store,Texas
1403,483,2025-12-22,Online,San Francisco Store,California
1404,2448,2023-07-03,In-Store,Houston Store,Texas
1405,1231,2025-10-19,In-Store,Miami Store,Florida
1406,2149,2023-11-07,In-Store,Los Angeles Store,California
1407,880,2023-06-26,In-Store,Los Angeles Store,California
1408,830,2025-04-26,Online,Miami Store,Florida
1409,2025,2023-01-09,Online,Miami Store,Florida
1410,759,2023-08-24,In-Store,San Francisco Store,California
1411,163,2024-12-10,In-Store,San Francisco Store,California
1412,1197,2025-07-12,In-Store,San Francisco Store,California
1413,1308,2024-11-15,Online,Houston Store,Texas
1414,2429,2025-03-04,In-Store,San Francisco Store,California
1415,1996,2025-11-17,In-Store,Miami Store,Florida
1416,1935,2025-03-18,In-Store,Los Angeles Store,California
1417,1557,2023-01-27,Online,Houston Store,Texas
1418,307,2024-07-03,Online,San Francisco Store,California
1419,1363,2023-03-26,Online,Houston Store,Texas
1420,2103,2025-11-19,Online,Houston Store,Texas
1421,333,2024-04-10,Online,San Francisco Store,California
1422,2175,2023-01-12,Online,Houston Store,Texas
1423,243,2025-10-09,Online,Los Angeles Store,California
1424,1885,2025-11-19,Online,Miami Store,Florida
1425,1433,2025-11-27,In-Store,Miami Store,Florida
1426,303,2024-07-25,In-Store,Los Angeles Store,California
1427,235,2025-07-02,Online,Houston Store,Texas
1428,2187,2023-06-29,Online,San Francisco Store,California
1429,195,2025-03-07,In-Store,Houston Store,Texas
1430,1551,2025-11-10,Online,Los Angeles Store,California
1431,1793,2024-03-16,Online,Houston Store,Texas
1432,647,2025-06-05,Online,Miami Store,Florida
1433,2049,2024-02-25,In-Store,Houston Store,Texas
1434,561,2024-04-12,In-Store,Los Angeles Store,California
1435,1120,2024-12-13,In-Store,Miami Store,Florida
1436,713,2024-01-20,In-Store,Houston Store,Texas
1437,413,2023-11-10,In-Store,Houston Store,Texas
1438,538,2025-02-09,Online,Miami Store,Florida
1439,1879,2025-08-16,In-Store,San Francisco Store,California
1440,2477,2025-07-05,Online,Miami Store,Florida
1441,235,2023-01-23,Online,San Francisco Store,California
1442,2397,2023-12-05,In-Store,Los Angeles Store,California
1443,1780,2025-04-02,In-Store,Los Angeles Store,California
1444,1894,2024-01-01,Online,Miami Store,Florida
1445,1505,2025-07-03,Online,Miami Store,Florida
1446,1863,2024-04-19,Online,Los Angeles Store,California
1447,2444,2023-01-27,In-Store,San Francisco Store,California
1448,1375,2025-07-30,In-Store,Los Angeles Store,California
1449,416,2025-03-12,In-Store,Miami Store,Florida
1450,1910,2025-03-11,In-Store,Los Angeles Store,California
1451,916,2025-05-09,In-Store,Miami Store,Florida
1452,81,2025-05-13,Online,Miami Store,Florida
1453,2084,2024-11-20,In-Store,Los Angeles Store,California
1454,1091,2025-01-08,Online,San Francisco Store,California
1455,1691,2024-02-19,Online,Houston Store,Texas
1456,757,2025-09-08,Online,Los Angeles Store,California
1457,468,2024-03-04,In-Store,Houston Store,Texas
1458,1166,2023-02-10,In-Store,Los Angeles Store,California
1459,2404,2025-06-23,In-Store,Houston Store,Texas
1460,1495,2025-10-08,Online,San Francisco Store,California
1461,1645,2024-12-03,Online,San Francisco Store,California
1462,1020,2023-03-20,Online,Los Angeles Store,California
1463,1615,2024-12-17,Online,Miami Store,Florida
1464,902,2024-06-27,Online,Houston Store,Texas
1465,673,2024-04-18,Online,Miami Store,Florida
1466,439,2023-10-21,In-Store,Miami Store,Florida
1467,127,2024-09-01,In-Store,Miami Store,Florida
1468,2253,2023-05-16,In-Store,San Francisco Store,California
1469,2077,2024-04-28,In-Store,Los Angeles Store,California
1470,445,2025-03-24,Online,Los Angeles Store,California
1471,966,2024-07-08,Online,San Francisco Store,California
1472,464,2023-02-15,In-Store,San Francisco Store,California
1473,2199,2025-12-07,Online,Los Angeles Store,California
1474,2288,2023-07-17,In-Store,Miami Store,Florida
1475,2314,2023-03-25,In-Store,Houston Store,Texas
1476,913,2024-06-26,In-Store,Houston Store,Texas
1477,497,2023-03-12,Online,Houston Store,Texas
1478,1464,2024-06-03,In-Store,Miami Store,Florida
1479,1772,2025-06-16,In-Store,Los Angeles Store,California
1480,158,2025-07-01,In-Store,San Francisco Store,California
1481,172,2025-12-11,Online,Los Angeles Store,California
1482,494,2025-12-04,Online,Miami Store,Florida
1483,970,2023-10-20,In-Store,San Francisco Store,California
1484,1335,2025-07-26,Online,Miami Store,Florida
1485,1427,2025-03-22,Online,Houston Store,Texas
1486,1693,2025-05-16,Online,Houston Store,Texas
1487,1794,2024-01-15,Online,Miami Store,Florida
1488,659,2025-10-03,Online,San Francisco Store,California
1489,666,2023-09-19,Online,San Francisco Store,California
1490,367,2024-08-02,Online,Los Angeles Store,California
1491,550,2023-12-23,Online,Houston Store,Texas
1492,643,2024-11-28,Online,Los Angeles Store,California
1493,1894,2025-11-02,Online,Los Angeles Store,California
1494,255,2024-03-18,In-Store,Miami Store,Florida
1495,208,2024-12-26,In-Store,Miami Store,Florida
1496,2498,2023-10-13,Online,Los Angeles Store,California
1497,95,2024-07-23,In-Store,Houston Store,Texas
1498,1884,2025-04-19,In-Store,Miami Store,Florida
1499,478,2024-05-12,Online,Los Angeles Store,California
1500,762,2024-12-05,Online,Los Angeles Store,California
1501,190,2024-07-15,Online,Los Angeles Store,California
1502,1508,2023-02-01,In-Store,Los Angeles Store,California
1503,1757,2023-02-12,In-Store,Los Angeles Store,California
1504,1560,2024-07-12,Online,Los Angeles Store,California
1505,756,2023-09-27,Online,Miami Store,Florida
1506,1447,2025-07-31,Online,Houston Store,Texas
1507,836,2025-11-08,In-Store,Los Angeles Store,California
1508,1664,2023-02-06,In-Store,San Francisco Store,California
1509,1629,2023-04-02,In-Store,Miami Store,Florida
1510,1836,2023-07-04,In-Store,Miami Store,Florida
1511,133,2024-12-28,Online,Los Angeles Store,California
1512,55,2025-11-17,Online,Miami Store,Florida
1513,510,2024-01-07,Online,Los Angeles Store,California
1514,670,2025-04-11,Online,Houston Store,Texas
1515,2458,2023-12-11,In-Store,Houston Store,Texas
1516,1690,2023-03-19,In-Store,Miami Store,Florida
1517,1317,2023-06-16,Online,Miami Store,Florida
1518,734,2023-09-21,Online,San Francisco Store,California
1519,1694,2024-12-24,In-Store,Miami Store,Florida
1520,259,2024-05-26,Online,San Francisco Store,California
1521,1146,2024-07-29,In-Store,Houston Store,Texas
1522,299,2024-12-22,Online,Houston Store,Texas
1523,561,2024-03-06,Online,Los Angeles Store,California
1524,1913,2025-02-06,Online,Houston Store,Texas
1525,1865,2024-04-07,Online,San Francisco Store,California
1526,297,2023-04-11,Online,Miami Store,Florida
1527,2410,2025-11-05,Online,Los Angeles Store,California
1528,1462,2023-09-01,Online,San Francisco Store,California
1529,2175,2023-04-15,In-Store,Miami Store,Florida
1530,197,2024-11-24,In-Store,Los Angeles Store,California
1531,2269,2025-12-06,In-Store,Houston Store,Texas
1532,995,2025-12-02,In-Store,San Francisco Store,California
1533,2139,2025-03-28,In-Store,Miami Store,Florida
1534,2459,2023-08-09,Online,Los Angeles Store,California
1535,8,2023-05-24,Online,Los Angeles Store,California
1536,320,2025-06-08,In-Store,Houston Store,Texas
1537,1418,2025-11-17,Online,Miami Store,Florida
1538,2317,2025-02-28,In-Store,Houston Store,Texas
1539,1699,2024-07-06,In-Store,Houston Store,Texas
1540,2109,2025-04-23,Online,Miami Store,Florida
1541,1462,2024-10-20,Online,Miami Store,Florida
1542,1288,2025-04-16,Online,Miami Store,Florida
1543,1119,2025-10-15,In-Store,San Francisco Store,California
1544,553,2025-01-20,Online,Miami Store,Florida
1545,661,2023-09-06,In-Store,Los Angeles Store,California
1546,716,2025-02-13,In-Store,Houston Store,Texas
1547,2242,2025-02-02,In-Store,San Francisco Store,California
1548,1459,2024-11-22,Online,Miami Store,Florida
1549,855,2025-03-30,Online,San Francisco Store,California
1550,2260,2024-12-19,In-Store,Miami Store,Florida
1551,665,2023-08-22,Online,San Francisco Store,California
1552,1898,2023-01-24,Online,Houston Store,Texas
1553,1675,2025-11-15,Online,Houston Store,Texas
1554,2269,2025-10-02,In-Store,Los Angeles Store,California
1555,273,2024-06-05,In-Store,Los Angeles Store,California
1556,1178,2023-01-17,Online,Miami Store,Florida
1557,1273,2023-09-02,In-Store,Houston Store,Texas
1558,279,2024-12-18,Online,San Francisco Store,California
1559,816,2025-02-08,Online,San Francisco Store,California
1560,276,2024-12-17,Online,San Francisco Store,California
1561,1005,2023-04-28,Online,Los Angeles Store,California
1562,923,2023-01-09,In-Store,San Francisco Store,California
1563,642,2024-08-20,In-Store,Los Angeles Store,California
1564,505,2023-01-23,In-Store,Los Angeles Store,California
1565,772,2023-08-28,Online,Miami Store,Florida
1566,1265,2023-01-27,Online,San Francisco Store,California
1567,1260,2025-09-10,Online,San Francisco Store,California
1568,1014,2023-07-18,In-Store,Houston Store,Texas
1569,128,2025-02-13,Online,Miami Store,Florida
1570,1224,2023-04-02,In-Store,Houston Store,Texas
1571,1526,2025-04-30,In-Store,Miami Store,Florida
1572,1674,2023-10-27,In-Store,San Francisco Store,California
1573,492,2023-10-23,In-Store,Los Angeles Store,California
1574,1258,2024-10-08,In-Store,Los Angeles Store,California
1575,1667,2025-09-27,In-Store,Los Angeles Store,California
1576,416,2025-12-18,Online,Los Angeles Store,California
1577,2196,2025-06-27,Online,Los Angeles Store,California
1578,970,2025-05-20,In-Store,Houston Store,Texas
1579,2077,2025-01-22,In-Store,Miami Store,Florida
1580,1385,2023-12-08,Online,San Francisco Store,California
1581,308,2023-03-03,In-Store,Houston Store,Texas
1582,2210,2025-02-14,In-Store,Miami Store,Florida
1583,61,2024-09-16,Online,Los Angeles Store,California
1584,2173,2023-09-13,In-Store,Miami Store,Florida
1585,1480,2025-04-07,In-Store,Miami Store,Florida
1586,1931,2025-10-10,In-Store,Los Angeles Store,California
1587,2291,2024-09-06,Online,Los Angeles Store,California
1588,1514,2023-09-02,Online,Los Angeles Store,California
1589,473,2025-01-26,Online,San Francisco Store,California
1590,959,2025-04-03,In-Store,Los Angeles Store,California
1591,533,2025-02-18,In-Store,San Francisco Store,California
1592,494,2025-01-01,Online,Los Angeles Store,California
1593,82,2025-05-27,In-Store,San Francisco Store,California
1594,879,2024-05-30,In-Store,Miami Store,Florida
1595,1546,2024-04-18,In-Store,Houston Store,Texas
1596,12,2023-02-05,In-Store,Miami Store,Florida
1597,1287,2025-11-06,In-Store,Miami Store,Florida
1598,449,2025-04-09,Online,Los Angeles Store,California
